,PG,SG,SF,PF,C,Price,Score,Win
44832,Eric Gordon,Nicolas Batum,Jonas Jerebko,Marvin Williams,Channing Frye,21600,108.0,0.0
34101,Eric Gordon,Jamal Murray,James Ennis III,Trey Lyles,Larry Nance Jr.,25300,108.0,0.0
34279,Jordan Clarkson,Torrey Craig,Nicolas Batum,Kevon Looney,Larry Nance Jr.,23600,108.0,0.0
22957,Jeremy Lin,Eric Gordon,Rodney Hood,Jonas Jerebko,Channing Frye,20800,108.0,0.0
47836,James Harden,Andre Iguodala,Trey Lyles,Frank Kaminsky,Channing Frye,24900,108.0,0.0
3123,Eric Gordon,Torrey Craig,Andre Iguodala,Kevin Durant,Paul Millsap,29000,108.0,0.0
20329,Jordan Clarkson,Eric Gordon,David Nwaba,Frank Kaminsky,Kevon Looney,21000,108.0,0.0
36581,Jordan Clarkson,Eric Gordon,Trey Lyles,Jonas Jerebko,Frank Kaminsky,21900,108.0,0.0
28779,Eric Gordon,Jordan Clarkson,Marvin Williams,Juancho Hernangomez,Mason Plumlee,22600,108.0,0.0
48274,Eric Gordon,James Ennis III,Kent Bazemore,Channing Frye,Larry Nance Jr.,23000,108.0,0.0
36919,Eric Gordon,Jamal Murray,Marvin Williams,Larry Nance Jr.,Kevon Looney,25100,108.0,0.0
11271,Jamal Murray,David Nwaba,Nicolas Batum,Kevon Looney,Mason Plumlee,23000,108.0,0.0
36868,Eric Gordon,James Ennis III,Kent Bazemore,Larry Nance Jr.,Channing Frye,23000,108.0,0.0
19649,Eric Gordon,Kent Bazemore,David Nwaba,Larry Nance Jr.,Frank Kaminsky,22600,108.0,0.0
12981,Eric Gordon,Kent Bazemore,James Ennis III,Juancho Hernangomez,Kevon Looney,22400,108.0,0.0
33877,Jordan Clarkson,Jeremy Lamb,Torrey Craig,Channing Frye,Paul Millsap,22400,108.0,0.0
1929,Jordan Clarkson,Nicolas Batum,Torrey Craig,Kevon Looney,Larry Nance Jr.,23600,108.0,0.0
20093,Jordan Clarkson,Jamal Murray,Rodney Hood,Kevon Looney,Frank Kaminsky,24500,108.0,0.0
22651,Jordan Clarkson,David Nwaba,Marvin Williams,Trey Lyles,Frank Kaminsky,20700,108.0,0.0
5229,Eric Gordon,Jordan Clarkson,Juancho Hernangomez,Marvin Williams,Mason Plumlee,22600,108.0,0.0
30379,Jordan Clarkson,Eric Gordon,Juancho Hernangomez,Marvin Williams,Mason Plumlee,22600,108.0,0.0
22662,Eric Gordon,Jordan Clarkson,Trey Lyles,Jonas Jerebko,Frank Kaminsky,21900,108.0,0.0
28551,Jamal Murray,James Ennis III,Marvin Williams,Mason Plumlee,Kevon Looney,21800,108.0,0.0
13247,Jeremy Lin,Jamal Murray,Andre Iguodala,Marvin Williams,Kevon Looney,22200,108.0,0.0
22683,Jamal Murray,Nicolas Batum,David Nwaba,Kevon Looney,Mason Plumlee,23000,108.0,0.0
11987,Jordan Clarkson,Torrey Craig,Nicolas Batum,Larry Nance Jr.,Kevon Looney,23600,108.0,0.0
5363,Jeremy Lin,Eric Gordon,David Nwaba,Marvin Williams,Paul Millsap,22100,108.0,0.0
22688,Jordan Clarkson,Jamal Murray,Rodney Hood,Frank Kaminsky,Kevon Looney,24500,108.0,0.0
10642,Jeremy Lin,Eric Gordon,Jeremy Lamb,Juancho Hernangomez,Channing Frye,20900,108.0,0.0
1105,Eric Gordon,David Nwaba,Kent Bazemore,Frank Kaminsky,Larry Nance Jr.,22600,108.0,0.0
11112,Eric Gordon,Nicolas Batum,Trey Lyles,Kevin Durant,Mason Plumlee,30500,108.0,0.0
48258,Jordan Clarkson,James Ennis III,Marvin Williams,Trey Lyles,Channing Frye,21100,108.0,0.0
21765,Jamal Murray,Eric Gordon,Trey Lyles,Kevin Durant,Channing Frye,30700,108.0,0.0
29513,Eric Gordon,Jeremy Lin,Jeremy Lamb,Juancho Hernangomez,Channing Frye,20900,108.0,0.0
37063,Eric Gordon,Jordan Clarkson,David Nwaba,Frank Kaminsky,Kevon Looney,21000,108.0,0.0
2174,Jeremy Lin,Jamal Murray,Rodney Hood,Marvin Williams,Paul Millsap,25600,108.0,0.0
37057,Jamal Murray,Jordan Clarkson,Nicolas Batum,Trey Lyles,Paul Millsap,28300,108.0,0.0
10894,Jamal Murray,Rodney Hood,Andre Iguodala,Marvin Williams,Paul Millsap,25600,108.0,0.0
47530,Jordan Clarkson,Kent Bazemore,Marvin Williams,Frank Kaminsky,Paul Millsap,24400,108.0,0.0
21103,Jordan Clarkson,Kent Bazemore,Nicolas Batum,Channing Frye,Paul Millsap,26000,108.0,0.0
13371,Jamal Murray,Rodney Hood,Kent Bazemore,Frank Kaminsky,Larry Nance Jr.,26100,108.0,0.0
34227,Jamal Murray,Jordan Clarkson,Kent Bazemore,Channing Frye,Mason Plumlee,24800,108.0,0.0
3989,Jeremy Lin,Andre Iguodala,Marvin Williams,Mason Plumlee,Larry Nance Jr.,20600,108.0,0.0
10986,Eric Gordon,Nicolas Batum,Rodney Hood,Juancho Hernangomez,Larry Nance Jr.,25500,108.0,0.0
34763,Jamal Murray,Eric Gordon,James Ennis III,Trey Lyles,Larry Nance Jr.,25300,108.0,0.0
25016,James Harden,Torrey Craig,Trey Lyles,Juancho Hernangomez,Mason Plumlee,25600,108.0,0.0
11053,Jamal Murray,Rodney Hood,James Ennis III,Marvin Williams,Frank Kaminsky,22800,108.0,0.0
28251,Jamal Murray,Rodney Hood,Kent Bazemore,Larry Nance Jr.,Frank Kaminsky,26100,108.0,0.0
5634,Jordan Clarkson,James Ennis III,Trey Lyles,Marvin Williams,Channing Frye,21100,108.0,0.0
13939,Jordan Clarkson,Jamal Murray,Kent Bazemore,Channing Frye,Mason Plumlee,24800,108.0,0.0
44700,James Harden,Nicolas Batum,Torrey Craig,Trey Lyles,Mason Plumlee,27600,108.0,0.0
19261,Jamal Murray,Andre Iguodala,Torrey Craig,Jonas Jerebko,Paul Millsap,22400,108.0,0.0
3485,Jeremy Lin,Torrey Craig,David Nwaba,Jonas Jerebko,Channing Frye,16400,108.0,0.0
25063,Jordan Clarkson,Kent Bazemore,Nicolas Batum,Trey Lyles,Kevon Looney,25800,108.0,0.0
46907,Eric Gordon,Rodney Hood,Nicolas Batum,Juancho Hernangomez,Larry Nance Jr.,25500,108.0,0.0
29044,Jordan Clarkson,Nicolas Batum,Kent Bazemore,Paul Millsap,Channing Frye,26000,108.0,0.0
5511,Jordan Clarkson,Kent Bazemore,Trey Lyles,Channing Frye,Larry Nance Jr.,24400,108.0,0.0
24194,Jeremy Lin,James Ennis III,Rodney Hood,Kevon Looney,Paul Millsap,22200,108.0,0.0
4060,Eric Gordon,Jordan Clarkson,Nicolas Batum,Marvin Williams,Mason Plumlee,24600,108.0,0.0
5498,Jamal Murray,Andre Iguodala,Rodney Hood,Marvin Williams,Paul Millsap,25600,108.0,0.0
16449,Jamal Murray,David Nwaba,Andre Iguodala,Juancho Hernangomez,Frank Kaminsky,20400,107.75,0.0
7348,Jeremy Lin,Jamal Murray,Kent Bazemore,Frank Kaminsky,Larry Nance Jr.,24500,107.75,0.0
42947,Jordan Clarkson,Torrey Craig,Nicolas Batum,Paul Millsap,Larry Nance Jr.,25400,107.75,0.0
47813,Jeremy Lin,Andre Iguodala,James Ennis III,Kevon Looney,Paul Millsap,20600,107.75,0.0
12624,Jordan Clarkson,Kent Bazemore,Trey Lyles,Juancho Hernangomez,Paul Millsap,25600,107.75,0.0
28709,Jordan Clarkson,Kent Bazemore,Rodney Hood,Frank Kaminsky,Kevon Looney,23800,107.75,0.0
21209,Jamal Murray,Rodney Hood,Marvin Williams,Channing Frye,Larry Nance Jr.,24400,107.75,0.0
484,James Harden,Torrey Craig,Rodney Hood,Mason Plumlee,Frank Kaminsky,25600,107.75,0.0
42991,Jamal Murray,David Nwaba,Juancho Hernangomez,Mason Plumlee,Paul Millsap,22800,107.75,0.0
31277,Jamal Murray,Nicolas Batum,David Nwaba,Mason Plumlee,Paul Millsap,24800,107.75,0.0
27051,Jordan Clarkson,Eric Gordon,James Ennis III,Trey Lyles,Kevon Looney,23000,107.75,0.0
20170,Jamal Murray,Rodney Hood,Nicolas Batum,Marvin Williams,Kevon Looney,25800,107.75,0.0
23742,Jeremy Lin,Jamal Murray,Kent Bazemore,Larry Nance Jr.,Frank Kaminsky,24500,107.75,0.0
4740,Jordan Clarkson,Jamal Murray,Rodney Hood,Paul Millsap,Frank Kaminsky,26300,107.75,0.0
1866,Jordan Clarkson,Jamal Murray,Andre Iguodala,Kevon Looney,Frank Kaminsky,22900,107.75,0.0
5063,Eric Gordon,Jordan Clarkson,James Ennis III,Channing Frye,Paul Millsap,23200,107.75,0.0
30666,Jordan Clarkson,Nicolas Batum,Torrey Craig,Larry Nance Jr.,Paul Millsap,25400,107.75,0.0
1558,Jeremy Lin,Eric Gordon,Andre Iguodala,Jonas Jerebko,Channing Frye,19200,107.75,0.0
45608,Jordan Clarkson,Kent Bazemore,Juancho Hernangomez,Trey Lyles,Paul Millsap,25600,107.75,0.0
42580,Jamal Murray,David Nwaba,Kent Bazemore,Kevon Looney,Channing Frye,22500,107.75,0.0
13878,Eric Gordon,Jordan Clarkson,Kent Bazemore,Marvin Williams,Channing Frye,24100,107.75,0.0
25420,Jamal Murray,Jeremy Lin,Kent Bazemore,Frank Kaminsky,Larry Nance Jr.,24500,107.75,0.0
2894,Eric Gordon,David Nwaba,Nicolas Batum,Marvin Williams,Kevon Looney,22300,107.75,0.0
24145,Jordan Clarkson,Kent Bazemore,Nicolas Batum,Trey Lyles,Paul Millsap,27600,107.75,0.0
16357,Eric Gordon,David Nwaba,Marvin Williams,Juancho Hernangomez,Kevon Looney,20300,107.75,0.0
26758,Eric Gordon,Kent Bazemore,James Ennis III,Trey Lyles,Larry Nance Jr.,24600,107.75,0.0
24728,Eric Gordon,Jordan Clarkson,David Nwaba,Frank Kaminsky,Paul Millsap,22800,107.75,0.0
14242,Eric Gordon,David Nwaba,Jonas Jerebko,Mason Plumlee,Frank Kaminsky,18400,107.75,0.0
6515,Jamal Murray,Eric Gordon,Marvin Williams,Paul Millsap,Larry Nance Jr.,26900,107.75,0.0
15056,Jeremy Lin,James Ennis III,Andre Iguodala,Kevon Looney,Paul Millsap,20600,107.75,0.0
22414,Eric Gordon,Nicolas Batum,Andre Iguodala,Juancho Hernangomez,Larry Nance Jr.,23900,107.75,0.0
25892,Jamal Murray,Torrey Craig,Jonas Jerebko,Juancho Hernangomez,Kevon Looney,20600,107.75,0.0
26172,Jordan Clarkson,Jamal Murray,Andre Iguodala,Frank Kaminsky,Kevon Looney,22900,107.75,0.0
13201,Jamal Murray,Jeremy Lin,James Ennis III,Marvin Williams,Frank Kaminsky,21200,107.75,0.0
24647,Jordan Clarkson,Jamal Murray,Torrey Craig,Larry Nance Jr.,Mason Plumlee,24200,107.75,0.0
16648,Jamal Murray,Jeremy Lamb,Nicolas Batum,Frank Kaminsky,Mason Plumlee,24000,107.75,0.0
7888,Jordan Clarkson,Nicolas Batum,Torrey Craig,Paul Millsap,Larry Nance Jr.,25400,107.75,0.0
24480,Jeremy Lin,Jamal Murray,James Ennis III,Marvin Williams,Frank Kaminsky,21200,107.75,0.0
31503,Jeremy Lin,Torrey Craig,Andre Iguodala,Kevin Durant,Channing Frye,24900,107.75,0.0
25641,Jamal Murray,Jordan Clarkson,Torrey Craig,Mason Plumlee,Larry Nance Jr.,24200,107.75,0.0
28901,Jamal Murray,Andre Iguodala,James Ennis III,Juancho Hernangomez,Channing Frye,20800,107.75,0.0
3457,Eric Gordon,Torrey Craig,Kevin Durant,Juancho Hernangomez,Kevon Looney,27200,107.75,0.0
16701,Jamal Murray,Kent Bazemore,Andre Iguodala,Frank Kaminsky,Larry Nance Jr.,24500,107.75,0.0
4018,Jordan Clarkson,Rodney Hood,David Nwaba,Frank Kaminsky,Channing Frye,20300,107.75,0.0
16883,Jeremy Lin,David Nwaba,Andre Iguodala,Marvin Williams,Channing Frye,18000,107.75,0.0
36598,Jamal Murray,Jeremy Lin,Kent Bazemore,Larry Nance Jr.,Frank Kaminsky,24500,107.75,0.0
16859,Eric Gordon,Jeremy Lamb,Rodney Hood,Mason Plumlee,Kevon Looney,23100,107.75,0.0
47875,Jordan Clarkson,Eric Gordon,James Ennis III,Paul Millsap,Channing Frye,23200,107.75,0.0
27631,Jeremy Lin,Torrey Craig,Kent Bazemore,Jonas Jerebko,Paul Millsap,21700,107.75,0.0
44925,Jordan Clarkson,Torrey Craig,Juancho Hernangomez,Paul Millsap,Larry Nance Jr.,23400,107.75,0.0
31623,Jamal Murray,Jeremy Lamb,Nicolas Batum,Mason Plumlee,Frank Kaminsky,24000,107.75,0.0
12666,Eric Gordon,Rodney Hood,Kevin Durant,Mason Plumlee,Frank Kaminsky,28500,107.75,0.0
7759,Jamal Murray,David Nwaba,Nicolas Batum,Paul Millsap,Mason Plumlee,24800,107.75,0.0
39515,Eric Gordon,James Ennis III,Kent Bazemore,Juancho Hernangomez,Paul Millsap,24200,107.75,0.0
43329,Jeremy Lin,Andre Iguodala,James Ennis III,Paul Millsap,Kevon Looney,20600,107.75,0.0
11727,Jordan Clarkson,Nicolas Batum,Kent Bazemore,Trey Lyles,Paul Millsap,27600,107.75,0.0
20579,Eric Gordon,Kent Bazemore,Trey Lyles,Kevin Durant,Channing Frye,30000,107.75,0.0
29189,Jeremy Lin,Jamal Murray,David Nwaba,Juancho Hernangomez,Frank Kaminsky,20400,107.75,0.0
17369,Jamal Murray,Nicolas Batum,Jeremy Lamb,Frank Kaminsky,Mason Plumlee,24000,107.75,0.0
3543,Eric Gordon,Rodney Hood,Jeremy Lamb,Kevon Looney,Mason Plumlee,23100,107.75,0.0
11059,James Harden,Torrey Craig,Kent Bazemore,Trey Lyles,Channing Frye,27100,107.75,0.0
43908,Jordan Clarkson,Torrey Craig,Juancho Hernangomez,Larry Nance Jr.,Paul Millsap,23400,107.75,0.0
17956,Jordan Clarkson,Rodney Hood,David Nwaba,Channing Frye,Frank Kaminsky,20300,107.75,0.0
4576,Eric Gordon,Jeremy Lin,Nicolas Batum,Juancho Hernangomez,Larry Nance Jr.,23900,107.75,0.0
17930,Eric Gordon,James Ennis III,Jonas Jerebko,Channing Frye,Mason Plumlee,18800,107.75,0.0
3508,Jordan Clarkson,Eric Gordon,James Ennis III,Channing Frye,Paul Millsap,23200,107.75,0.0
27569,Jamal Murray,Torrey Craig,Nicolas Batum,Jonas Jerebko,Kevon Looney,22600,107.75,0.0
13640,Jamal Murray,James Ennis III,Andre Iguodala,Juancho Hernangomez,Channing Frye,20800,107.75,0.0
11078,Jamal Murray,Nicolas Batum,David Nwaba,Paul Millsap,Mason Plumlee,24800,107.75,0.0
13653,Jordan Clarkson,Eric Gordon,David Nwaba,Frank Kaminsky,Paul Millsap,22800,107.75,0.0
11183,Jordan Clarkson,Rodney Hood,Kent Bazemore,Kevon Looney,Frank Kaminsky,23800,107.75,0.0
32229,Eric Gordon,Torrey Craig,Juancho Hernangomez,Kevin Durant,Kevon Looney,27200,107.75,0.0
4441,Jeremy Lin,Andre Iguodala,Torrey Craig,Kevin Durant,Channing Frye,24900,107.75,0.0
29830,Jamal Murray,Jordan Clarkson,Rodney Hood,Frank Kaminsky,Paul Millsap,26300,107.75,0.0
29370,Jeremy Lin,Kent Bazemore,Rodney Hood,Marvin Williams,Paul Millsap,24900,107.75,0.0
24183,Jeremy Lin,Kent Bazemore,Andre Iguodala,Marvin Williams,Kevon Looney,21500,107.75,0.0
2736,Jordan Clarkson,Eric Gordon,David Nwaba,Paul Millsap,Frank Kaminsky,22800,107.75,0.0
2012,Jordan Clarkson,Rodney Hood,Kent Bazemore,Frank Kaminsky,Kevon Looney,23800,107.75,0.0
15702,Jamal Murray,Jeremy Lamb,Juancho Hernangomez,Frank Kaminsky,Mason Plumlee,22000,107.75,0.0
2190,Jamal Murray,Kent Bazemore,Trey Lyles,Jonas Jerebko,Channing Frye,23400,107.75,0.0
13518,Jamal Murray,Andre Iguodala,David Nwaba,Juancho Hernangomez,Frank Kaminsky,20400,107.75,0.0
46703,Jeremy Lin,James Ennis III,Nicolas Batum,Juancho Hernangomez,Mason Plumlee,20600,107.75,0.0
25116,Eric Gordon,Jordan Clarkson,James Ennis III,Trey Lyles,Kevon Looney,23000,107.75,0.0
1065,Jamal Murray,Andre Iguodala,Kent Bazemore,Frank Kaminsky,Larry Nance Jr.,24500,107.75,0.0
12586,Eric Gordon,David Nwaba,Jonas Jerebko,Frank Kaminsky,Mason Plumlee,18400,107.75,0.0
26445,Jamal Murray,Jordan Clarkson,Torrey Craig,Larry Nance Jr.,Mason Plumlee,24200,107.75,0.0
15864,Eric Gordon,Jeremy Lin,Andre Iguodala,Jonas Jerebko,Channing Frye,19200,107.75,0.0
48428,James Harden,Torrey Craig,Rodney Hood,Frank Kaminsky,Mason Plumlee,25600,107.75,0.0
1927,Jamal Murray,David Nwaba,Trey Lyles,Larry Nance Jr.,Mason Plumlee,23200,107.75,0.0
22571,Jamal Murray,Torrey Craig,Jonas Jerebko,Larry Nance Jr.,Channing Frye,21200,107.75,0.0
32568,Jamal Murray,Rodney Hood,Jonas Jerebko,Frank Kaminsky,Mason Plumlee,21900,107.75,0.0
2483,Jeremy Lin,Nicolas Batum,James Ennis III,Juancho Hernangomez,Mason Plumlee,20600,107.75,0.0
31016,Jeremy Lin,Jamal Murray,James Ennis III,Juancho Hernangomez,Channing Frye,20800,107.75,0.0
42125,Jamal Murray,David Nwaba,Kent Bazemore,Channing Frye,Kevon Looney,22500,107.75,0.0
16084,Jordan Clarkson,David Nwaba,Rodney Hood,Frank Kaminsky,Channing Frye,20300,107.75,0.0
32715,Jamal Murray,Jordan Clarkson,Andre Iguodala,Frank Kaminsky,Kevon Looney,22900,107.75,0.0
32684,Jamal Murray,Jeremy Lin,David Nwaba,Juancho Hernangomez,Frank Kaminsky,20400,107.75,0.0
41832,Eric Gordon,James Ennis III,Jonas Jerebko,Mason Plumlee,Channing Frye,18800,107.75,0.0
9154,James Harden,Rodney Hood,Torrey Craig,Frank Kaminsky,Mason Plumlee,25600,107.75,0.0
18599,Jordan Clarkson,Jamal Murray,Torrey Craig,Mason Plumlee,Larry Nance Jr.,24200,107.75,0.0
25155,Eric Gordon,Kent Bazemore,James Ennis III,Juancho Hernangomez,Paul Millsap,24200,107.75,0.0
2219,Jamal Murray,Jeremy Lin,James Ennis III,Juancho Hernangomez,Channing Frye,20800,107.75,0.0
1962,Eric Gordon,Jordan Clarkson,James Ennis III,Paul Millsap,Channing Frye,23200,107.75,0.0
38695,Jeremy Lin,Eric Gordon,Nicolas Batum,Juancho Hernangomez,Larry Nance Jr.,23900,107.75,0.0
19455,James Harden,Rodney Hood,Torrey Craig,Mason Plumlee,Frank Kaminsky,25600,107.75,0.0
1961,Eric Gordon,Kent Bazemore,Marvin Williams,Kevon Looney,Larry Nance Jr.,24400,107.75,0.0
2647,Eric Gordon,Jordan Clarkson,David Nwaba,Paul Millsap,Frank Kaminsky,22800,107.75,0.0
19450,Jeremy Lin,Nicolas Batum,Jonas Jerebko,Frank Kaminsky,Kevon Looney,19700,107.75,0.0
27392,Jamal Murray,Kent Bazemore,David Nwaba,Kevon Looney,Channing Frye,22500,107.75,0.0
11589,Jamal Murray,James Ennis III,Marvin Williams,Mason Plumlee,Paul Millsap,23600,107.75,0.0
5447,Jamal Murray,Nicolas Batum,Jeremy Lamb,Mason Plumlee,Frank Kaminsky,24000,107.75,0.0
5466,Jordan Clarkson,Kent Bazemore,Rodney Hood,Kevon Looney,Frank Kaminsky,23800,107.75,0.0
10085,Eric Gordon,Andre Iguodala,Nicolas Batum,Juancho Hernangomez,Larry Nance Jr.,23900,107.75,0.0
23556,Jamal Murray,Kent Bazemore,Andre Iguodala,Larry Nance Jr.,Frank Kaminsky,24500,107.75,0.0
19171,Jamal Murray,Jordan Clarkson,Andre Iguodala,Kevon Looney,Frank Kaminsky,22900,107.75,0.0
2421,Jamal Murray,David Nwaba,Nicolas Batum,Mason Plumlee,Paul Millsap,24800,107.75,0.0
36207,Jeremy Lin,Andre Iguodala,Kent Bazemore,Marvin Williams,Kevon Looney,21500,107.75,0.0
24989,Jamal Murray,James Ennis III,Marvin Williams,Paul Millsap,Mason Plumlee,23600,107.75,0.0
14332,Jamal Murray,Jeremy Lin,Andre Iguodala,Marvin Williams,Paul Millsap,24000,107.75,0.0
8287,Jamal Murray,Kent Bazemore,David Nwaba,Channing Frye,Kevon Looney,22500,107.75,0.0
48500,Eric Gordon,James Ennis III,Kent Bazemore,Trey Lyles,Larry Nance Jr.,24600,107.75,0.0
6279,Jamal Murray,David Nwaba,Trey Lyles,Mason Plumlee,Larry Nance Jr.,23200,107.75,0.0
23006,Jamal Murray,David Nwaba,Juancho Hernangomez,Paul Millsap,Mason Plumlee,22800,107.75,0.0
1050,Jordan Clarkson,Torrey Craig,Jeremy Lamb,Trey Lyles,Paul Millsap,24000,107.75,0.0
1041,Eric Gordon,Rodney Hood,Kevin Durant,Frank Kaminsky,Mason Plumlee,28500,107.75,0.0
2455,Eric Gordon,Jeremy Lamb,Rodney Hood,Kevon Looney,Mason Plumlee,23100,107.75,0.0
32940,Jordan Clarkson,Jeremy Lamb,Torrey Craig,Trey Lyles,Paul Millsap,24000,107.75,0.0
9002,Jeremy Lin,Rodney Hood,Andre Iguodala,Mason Plumlee,Larry Nance Jr.,21800,107.5,0.0
24789,James Harden,Torrey Craig,Andre Iguodala,Mason Plumlee,Frank Kaminsky,24000,107.5,0.0
29174,Jamal Murray,Nicolas Batum,Torrey Craig,Jonas Jerebko,Paul Millsap,24400,107.5,0.0
9495,Eric Gordon,Jordan Clarkson,James Ennis III,Trey Lyles,Paul Millsap,24800,107.5,0.0
10164,Eric Gordon,Jordan Clarkson,Marvin Williams,Paul Millsap,Kevon Looney,24600,107.5,0.0
13488,Jamal Murray,Jeremy Lin,Marvin Williams,Juancho Hernangomez,Kevon Looney,22200,107.5,0.0
14881,Eric Gordon,David Nwaba,Trey Lyles,Marvin Williams,Larry Nance Jr.,22500,107.5,0.0
38468,Jamal Murray,Torrey Craig,Nicolas Batum,Jonas Jerebko,Paul Millsap,24400,107.5,0.0
3963,James Harden,Jeremy Lin,Torrey Craig,Frank Kaminsky,Mason Plumlee,24000,107.5,0.0
12740,Jamal Murray,Jeremy Lin,Juancho Hernangomez,Marvin Williams,Kevon Looney,22200,107.5,0.0
4447,Jordan Clarkson,James Ennis III,Torrey Craig,Marvin Williams,Mason Plumlee,20200,107.5,0.0
5600,Eric Gordon,Jeremy Lamb,Rodney Hood,Mason Plumlee,Paul Millsap,24900,107.5,0.0
21860,Jordan Clarkson,Andre Iguodala,David Nwaba,Channing Frye,Frank Kaminsky,18700,107.5,0.0
49959,Jordan Clarkson,Kent Bazemore,Rodney Hood,Frank Kaminsky,Paul Millsap,25600,107.5,0.0
27236,Eric Gordon,Jeremy Lamb,Nicolas Batum,Marvin Williams,Frank Kaminsky,23300,107.5,0.0
13798,Jeremy Lin,Jamal Murray,Jonas Jerebko,Frank Kaminsky,Mason Plumlee,20300,107.5,0.0
15091,Jamal Murray,Nicolas Batum,Andre Iguodala,Marvin Williams,Kevon Looney,24200,107.5,0.0
16600,Eric Gordon,Jamal Murray,Rodney Hood,Kevon Looney,Larry Nance Jr.,26300,107.5,0.0
22169,Eric Gordon,Andre Iguodala,Kevin Durant,Frank Kaminsky,Mason Plumlee,26900,107.5,0.0
34350,Jamal Murray,Kent Bazemore,David Nwaba,Trey Lyles,Kevon Looney,24100,107.5,0.0
9153,Jordan Clarkson,Torrey Craig,Jonas Jerebko,Kevon Looney,Channing Frye,18900,107.5,0.0
1812,Jordan Clarkson,David Nwaba,Trey Lyles,Mason Plumlee,Kevon Looney,20900,107.5,0.0
38554,James Harden,Jeremy Lin,Torrey Craig,Mason Plumlee,Frank Kaminsky,24000,107.5,0.0
10092,Eric Gordon,Rodney Hood,Jonas Jerebko,Marvin Williams,Frank Kaminsky,21200,107.5,0.0
20524,Jeremy Lin,Andre Iguodala,Rodney Hood,Mason Plumlee,Larry Nance Jr.,21800,107.5,0.0
7081,Jeremy Lin,James Ennis III,Kent Bazemore,Marvin Williams,Frank Kaminsky,20500,107.5,0.0
22863,Jamal Murray,David Nwaba,Torrey Craig,Kevon Looney,Larry Nance Jr.,21900,107.5,0.0
3518,Jamal Murray,David Nwaba,Kent Bazemore,Channing Frye,Paul Millsap,24300,107.5,0.0
34297,Jordan Clarkson,Andre Iguodala,David Nwaba,Frank Kaminsky,Channing Frye,18700,107.5,0.0
28303,Jamal Murray,Jordan Clarkson,Andre Iguodala,Paul Millsap,Frank Kaminsky,24700,107.5,0.0
33321,Jordan Clarkson,Kent Bazemore,Andre Iguodala,Kevon Looney,Frank Kaminsky,22200,107.5,0.0
43640,Eric Gordon,Jeremy Lin,Jeremy Lamb,Mason Plumlee,Kevon Looney,21500,107.5,0.0
2490,Eric Gordon,James Ennis III,David Nwaba,Kevon Looney,Mason Plumlee,19500,107.5,0.0
14017,Jeremy Lin,James Harden,Torrey Craig,Frank Kaminsky,Mason Plumlee,24000,107.5,0.0
559,Jamal Murray,David Nwaba,Kent Bazemore,Paul Millsap,Channing Frye,24300,107.5,0.0
3300,Jeremy Lin,Eric Gordon,Jeremy Lamb,Mason Plumlee,Kevon Looney,21500,107.5,0.0
2283,Jamal Murray,Nicolas Batum,Rodney Hood,Marvin Williams,Paul Millsap,27600,107.5,0.0
24398,Jordan Clarkson,Kent Bazemore,Torrey Craig,Larry Nance Jr.,Mason Plumlee,23500,107.5,0.0
46455,Jordan Clarkson,Andre Iguodala,Kent Bazemore,Frank Kaminsky,Kevon Looney,22200,107.5,0.0
32162,Jordan Clarkson,Jeremy Lin,Kent Bazemore,Kevon Looney,Frank Kaminsky,22200,107.5,0.0
4128,Jordan Clarkson,David Nwaba,Andre Iguodala,Frank Kaminsky,Channing Frye,18700,107.5,0.0
15793,Jamal Murray,Jeremy Lin,Marvin Williams,Channing Frye,Larry Nance Jr.,22800,107.5,0.0
14933,Jeremy Lin,Rodney Hood,Andre Iguodala,Larry Nance Jr.,Mason Plumlee,21800,107.5,0.0
26518,Jeremy Lin,Andre Iguodala,Kent Bazemore,Marvin Williams,Paul Millsap,23300,107.5,0.0
16857,Eric Gordon,Torrey Craig,Kevin Durant,Trey Lyles,Larry Nance Jr.,29400,107.5,0.0
6011,Jeremy Lin,Jordan Clarkson,David Nwaba,Frank Kaminsky,Channing Frye,18700,107.5,0.0
1703,James Harden,Torrey Craig,Andre Iguodala,Frank Kaminsky,Mason Plumlee,24000,107.5,0.0
33692,Jeremy Lin,Jordan Clarkson,Kent Bazemore,Frank Kaminsky,Kevon Looney,22200,107.5,0.0
49154,Jordan Clarkson,Jamal Murray,Andre Iguodala,Paul Millsap,Frank Kaminsky,24700,107.5,0.0
1435,Jordan Clarkson,Kent Bazemore,Torrey Craig,Mason Plumlee,Larry Nance Jr.,23500,107.5,0.0
15171,Jeremy Lin,Eric Gordon,Jeremy Lamb,Kevon Looney,Mason Plumlee,21500,107.5,0.0
29783,James Harden,Andre Iguodala,Torrey Craig,Frank Kaminsky,Mason Plumlee,24000,107.5,0.0
7768,Jeremy Lin,Kent Bazemore,James Ennis III,Marvin Williams,Frank Kaminsky,20500,107.5,0.0
1660,Jordan Clarkson,Kent Bazemore,Andre Iguodala,Frank Kaminsky,Kevon Looney,22200,107.5,0.0
8117,Jeremy Lin,Jamal Murray,Marvin Williams,Larry Nance Jr.,Channing Frye,22800,107.5,0.0
39915,Eric Gordon,Andre Iguodala,Jeremy Lamb,Kevon Looney,Mason Plumlee,21500,107.5,0.0
